"ccode","High_Act","Country_Name","Year","Major_Power","Mil_Ex","Mil_Per","Total_Pop","Polity"
800,17,"Thailand",1980,NA,1096779,234,46718,2
800,17,"Thailand",1980,NA,1096779,234,46718,2
811,17,"Cambodia",1980,NA,-9,35,6498,-66
40,17,"Cuba",1980,NA,1126388,220,9724,-7
40,17,"Cuba",1980,NA,1126388,220,9724,-7
540,17,"Angola",1980,NA,682543,47,7019,-7
365,7,"Russia",1980,1,201000000,3900,265484,NA
365,7,"Russia",1980,1,201000000,3900,265484,NA
700,17,"Afghanistan",1980,NA,238087,43,16063,-66
520,17,"Somalia",1980,NA,97893,54,6713,-7
155,15,"Chile",1980,NA,1455820,116,11145,-7
630,20,"Iran",1980,NA,3386907,305,39291,-88
670,17,"Saudi Arabia",1980,NA,19261130,79,9604,-10
2,7,"United States of America",1980,1,143981000,2050,227726,10
2,7,"United States of America",1980,1,143981000,2050,227726,10
731,17,"North Korea",1980,NA,1416585,700,17666,-9
2,7,"United States of America",1980,1,143981000,2050,227726,10
2,7,"United States of America",1980,1,143981000,2050,227726,10
2,7,"United States of America",1980,1,143981000,2050,227726,10
2,7,"United States of America",1980,1,143981000,2050,227726,10
2,7,"United States of America",1980,1,143981000,2050,227726,10
2,7,"United States of America",1980,1,143981000,2050,227726,10
2,7,"United States of America",1980,1,143981000,2050,227726,10
20,7,"Canada",1980,NA,4387240,82,24516,10
20,7,"Canada",1980,NA,4387240,82,24516,10
20,7,"Canada",1980,NA,4387240,82,24516,10
20,7,"Canada",1980,NA,4387240,82,24516,10
20,7,"Canada",1980,NA,4387240,82,24516,10
20,7,"Canada",1980,NA,4387240,82,24516,10
200,7,"United Kingdom",1980,1,26757385,330,56330,10
200,7,"United Kingdom",1980,1,26757385,330,56330,10
200,7,"United Kingdom",1980,1,26757385,330,56330,10
200,7,"United Kingdom",1980,1,26757385,330,56330,10
200,7,"United Kingdom",1980,1,26757385,330,56330,10
210,7,"Netherlands",1980,NA,5269353,107,14144,10
210,7,"Netherlands",1980,NA,5269353,107,14144,10
210,7,"Netherlands",1980,NA,5269353,107,14144,10
210,7,"Netherlands",1980,NA,5269353,107,14144,10
260,7,"German Federal Republic",1980,NA,26691973,490,61538,10
260,7,"German Federal Republic",1980,NA,26691973,490,61538,10
260,7,"German Federal Republic",1980,NA,26691973,490,61538,10
325,7,"Italy",1980,NA,9577908,500,56434,10
325,7,"Italy",1980,NA,9577908,500,56434,10
365,0,"Russia",1980,1,201000000,3900,265484,NA
365,17,"Russia",1980,1,201000000,3900,265484,NA
365,17,"Russia",1980,1,201000000,3900,265484,NA
40,0,"Cuba",1980,NA,1126388,220,9724,-7
220,7,"France",1980,1,26424988,575,53880,8
365,11,"Russia",1980,1,201000000,3900,265484,NA
2,16,"United States of America",1980,1,143981000,2050,227726,10
2,0,"United States of America",1980,1,143981000,2050,227726,10
652,8,"Syria",1980,NA,2166089,250,8704,-9
652,8,"Syria",1980,NA,2166089,250,8704,-9
663,8,"Jordan",1980,NA,460898,65,2923,-10
630,17,"Iran",1980,NA,3386907,305,39291,-88
750,17,"India",1980,NA,4560701,1104,673388,8
775,16,"Myanmar",1980,NA,202000,179,33637,-8
490,14,"Democratic Republic of the Congo",1980,NA,179076,26,26377,-9
600,7,"Morocco",1980,NA,1118030,117,19332,-8
800,8,"Thailand",1980,NA,1096779,234,46718,2
680,11,"Yemen People's Republic",1980,NA,123987,23,1903,-8
820,14,"Malaysia",1980,NA,1362169,83,13764,4
620,11,"Libya",1980,NA,2750000,53,2743,-7
435,0,"Mauritania",1980,NA,81006,8,1551,-7
93,0,"Nicaragua",1980,NA,62000,24,2771,-77
652,17,"Syria",1980,NA,2166089,250,8704,-9
652,17,"Syria",1980,NA,2166089,250,8704,-9
652,17,"Syria",1980,NA,2166089,250,8704,-9
660,17,"Lebanon",1980,NA,291000,18,2669,-77
816,7,"Vietnam",1980,NA,-9,900,53732,NA
220,17,"France",1980,1,26424988,575,53880,8
220,17,"France",1980,1,26424988,575,53880,8
483,17,"Chad",1980,NA,62031,3,4477,-77
616,8,"Tunisia",1980,NA,338701,29,6392,-9
220,11,"France",1980,1,26424988,575,53880,8
800,17,"Thailand",1981,NA,1665821,250,47718,2
800,17,"Thailand",1981,NA,1665821,250,47718,2
811,17,"Cambodia",1981,NA,-9,20,6561,-66
40,17,"Cuba",1981,NA,1272515,225,9724,-7
40,17,"Cuba",1981,NA,1272515,225,9724,-7
540,17,"Angola",1981,NA,688223,53,7209,-7
365,7,"Russia",1981,1,221000000,3900,267622,NA
365,7,"Russia",1981,1,221000000,3900,267622,NA
700,17,"Afghanistan",1981,NA,326007,45,15862,-66
520,17,"Somalia",1981,NA,162042,54,6968,-7
155,15,"Chile",1981,NA,2103330,116,11327,-7
630,20,"Iran",1981,NA,-9,260,40826,-88
130,17,"Ecuador",1981,NA,247996,34,8183,9
350,7,"Greece",1981,NA,2512489,188,9729,8
731,17,"North Korea",1981,NA,1681008,768,17916,-9
2,15,"United States of America",1981,1,169888000,2101,229966,10
101,12,"Venezuela",1981,NA,907301,55,14313,9
91,17,"Honduras",1981,NA,45000,17,3821,-88
750,17,"India",1981,NA,5022113,1104,688320,8
2,7,"United States of America",1981,1,169888000,2101,229966,10
2,7,"United States of America",1981,1,169888000,2101,229966,10
2,16,"United States of America",1981,1,169888000,2101,229966,10
666,7,"Israel",1981,NA,5815043,201,3948,6
365,7,"Russia",1981,1,221000000,3900,267622,NA
630,16,"Iran",1981,NA,-9,260,40826,-88
750,16,"India",1981,NA,5022113,1104,688320,8
630,16,"Iran",1981,NA,-9,260,40826,-88
620,7,"Libya",1981,NA,557244,55,2859,-7
2,17,"United States of America",1981,1,169888000,2101,229966,10
390,0,"Denmark",1981,NA,1446237,33,5122,10
645,0,"Iraq",1981,NA,7958609,392,13669,-9
710,17,"China",1981,1,30500000,4750,1012409,-7
471,16,"Cameroon",1981,NA,77136,14,8966,-8
2,0,"United States of America",1981,1,169888000,2101,229966,10
652,8,"Syria",1981,NA,2459087,270,9053,-9
652,8,"Syria",1981,NA,2459087,270,9053,-9
663,8,"Jordan",1981,NA,554069,66,3079,-10
490,14,"Democratic Republic of the Congo",1981,NA,84675,44,27233,-9
645,7,"Iraq",1981,NA,7958609,392,13669,-9
652,17,"Syria",1981,NA,2459087,270,9053,-9
652,17,"Syria",1981,NA,2459087,270,9053,-9
660,17,"Lebanon",1981,NA,245000,20,2662,-77
220,17,"France",1981,1,23867415,575,54182,8
220,17,"France",1981,1,23867415,575,54182,8
483,17,"Chad",1981,NA,55003,3,4581,-77
220,11,"France",1981,1,23867415,575,54182,8
220,11,"France",1981,1,23867415,575,54182,8
483,17,"Chad",1981,NA,55003,3,4581,-77
800,17,"Thailand",1982,NA,1542992,250,48709,2
800,17,"Thailand",1982,NA,1542992,250,48709,2
811,17,"Cambodia",1982,NA,-9,20,6711,-66
40,17,"Cuba",1982,NA,1330000,230,9801,-7
40,17,"Cuba",1982,NA,1330000,230,9801,-7
540,17,"Angola",1982,NA,781095,54,7399,-7
365,7,"Russia",1982,1,237000000,3900,269901,NA
365,7,"Russia",1982,1,237000000,3900,269901,NA
700,17,"Afghanistan",1982,NA,326872,55,15549,-66
520,17,"Somalia",1982,NA,121505,54,7218,-7
155,15,"Chile",1982,NA,1349873,116,11519,-7
630,20,"Iran",1982,NA,15550982,240,42420,-6
350,7,"Greece",1982,NA,2638747,186,9790,8
350,8,"Greece",1982,NA,2638747,186,9790,8
731,17,"North Korea",1982,NA,1775987,782,18168,-9
2,7,"United States of America",1982,1,196345000,2168,232188,10
2,7,"United States of America",1982,1,196345000,2168,232188,10
365,7,"Russia",1982,1,237000000,3900,269901,NA
101,12,"Venezuela",1982,NA,1142338,56,15940,9
101,12,"Venezuela",1982,NA,1142338,56,15940,9
110,10,"Guyana",1982,NA,23000,7,774,-7
100,16,"Colombia",1982,NA,420228,70,26965,8
91,17,"Honduras",1982,NA,60000,17,3955,6
70,0,"Mexico",1982,NA,943004,130,70784,-3
750,8,"India",1982,NA,5278087,1120,703572,8
2,7,"United States of America",1982,1,196345000,2168,232188,10
731,15,"North Korea",1982,NA,1775987,782,18168,-9
710,7,"China",1982,1,33000000,4350,1026029,-7
365,7,"Russia",1982,1,237000000,3900,269901,NA
2,7,"United States of America",1982,1,196345000,2168,232188,10
2,0,"United States of America",1982,1,196345000,2168,232188,10
560,17,"South Africa",1982,NA,2675998,78,30686,4
775,16,"Myanmar",1982,NA,210000,210,35910,-8
452,16,"Ghana",1982,NA,214087,9,11521,-7
645,16,"Iraq",1982,NA,8043998,404,14110,-9
350,0,"Greece",1982,NA,2638747,186,9790,8
800,0,"Thailand",1982,NA,1542992,250,48709,2
850,16,"Indonesia",1982,NA,2870010,280,154662,-7
101,17,"Venezuela",1982,NA,1142338,56,15940,9
645,0,"Iraq",1982,NA,8043998,404,14110,-9
2,0,"United States of America",1982,1,196345000,2168,232188,10
325,7,"Italy",1982,NA,9089741,517,56639,10
490,17,"Democratic Republic of the Congo",1982,NA,148500,40,28119,-9
652,16,"Syria",1982,NA,2548606,300,9295,-9
645,7,"Iraq",1982,NA,8043998,404,14110,-9
652,20,"Syria",1982,NA,2548606,300,9295,-9
652,20,"Syria",1982,NA,2548606,300,9295,-9
660,20,"Lebanon",1982,NA,331000,21,2667,-77
740,0,"Japan",1982,NA,11038627,243,118480,10
160,20,"Argentina",1982,NA,4147000,175,28966,-8
800,17,"Thailand",1983,NA,1652304,233,49680,2
800,17,"Thailand",1983,NA,1652304,233,49680,2
811,17,"Cambodia",1983,NA,-9,20,6927,-66
40,17,"Cuba",1983,NA,1338001,250,9897,-7
40,17,"Cuba",1983,NA,1338001,250,9897,-7
540,17,"Angola",1983,NA,563002,54,7592,-7
700,17,"Afghanistan",1983,NA,296987,46,15177,-66
520,17,"Somalia",1983,NA,122066,48,7456,-7
155,7,"Chile",1983,NA,1649556,126,11717,-6
630,20,"Iran",1983,NA,14903087,240,44077,-6
2,7,"United States of America",1983,1,217198000,2201,234307,10
2,7,"United States of America",1983,1,217198000,2201,234307,10
350,8,"Greece",1983,NA,2526137,177,9847,8
2,7,"United States of America",1983,1,217198000,2201,234307,10
2,7,"United States of America",1983,1,217198000,2201,234307,10
731,17,"North Korea",1983,NA,1915982,784,18423,-9
2,7,"United States of America",1983,1,217198000,2201,234307,10
2,7,"United States of America",1983,1,217198000,2201,234307,10
365,7,"Russia",1983,1,250000000,3900,272368,NA
2,7,"United States of America",1983,1,217198000,2201,234307,10
2,7,"United States of America",1983,1,217198000,2201,234307,10
2,7,"United States of America",1983,1,217198000,2201,234307,10
91,17,"Honduras",1983,NA,70000,19,4092,6
70,0,"Mexico",1983,NA,607856,130,72354,-3
365,7,"Russia",1983,1,250000000,3900,272368,NA
750,17,"India",1983,NA,5682888,1104,719091,8
365,12,"Russia",1983,1,250000000,3900,272368,NA
2,7,"United States of America",1983,1,217198000,2201,234307,10
670,17,"Saudi Arabia",1983,NA,21921329,80,11352,-10
750,17,"India",1983,NA,5682888,1104,719091,8
530,7,"Ethiopia",1983,NA,504325,240,33680,-7
350,0,"Greece",1983,NA,2526137,177,9847,8
2,14,"United States of America",1983,1,217198000,2201,234307,10
2,14,"United States of America",1983,1,217198000,2201,234307,10
2,14,"United States of America",1983,1,217198000,2201,234307,10
2,14,"United States of America",1983,1,217198000,2201,234307,10
2,14,"United States of America",1983,1,217198000,2201,234307,10
2,14,"United States of America",1983,1,217198000,2201,234307,10
2,14,"United States of America",1983,1,217198000,2201,234307,10
2,14,"United States of America",1983,1,217198000,2201,234307,10
40,0,"Cuba",1983,NA,1338001,250,9897,-7
40,0,"Cuba",1983,NA,1338001,250,9897,-7
40,0,"Cuba",1983,NA,1338001,250,9897,-7
40,0,"Cuba",1983,NA,1338001,250,9897,-7
40,0,"Cuba",1983,NA,1338001,250,9897,-7
40,0,"Cuba",1983,NA,1338001,250,9897,-7
40,0,"Cuba",1983,NA,1338001,250,9897,-7
51,17,"Jamaica",1983,NA,39014,3,2241,10
51,17,"Jamaica",1983,NA,39014,3,2241,10
51,17,"Jamaica",1983,NA,39014,3,2241,10
51,17,"Jamaica",1983,NA,39014,3,2241,10
51,17,"Jamaica",1983,NA,39014,3,2241,10
51,17,"Jamaica",1983,NA,39014,3,2241,10
53,17,"Barbados",1983,NA,9000,1,251,NA
53,17,"Barbados",1983,NA,9000,1,251,NA
53,17,"Barbados",1983,NA,9000,1,251,NA
53,17,"Barbados",1983,NA,9000,1,251,NA
53,17,"Barbados",1983,NA,9000,1,251,NA
54,17,"Dominica",1983,NA,-9,0,76,NA
54,17,"Dominica",1983,NA,-9,0,76,NA
54,17,"Dominica",1983,NA,-9,0,76,NA
54,17,"Dominica",1983,NA,-9,0,76,NA
55,17,"Grenada",1983,NA,2300,1,91,NA
55,17,"Grenada",1983,NA,2300,1,91,NA
55,17,"Grenada",1983,NA,2300,1,91,NA
56,17,"St. Lucia",1983,NA,0,0,131,NA
56,17,"St. Lucia",1983,NA,0,0,131,NA
57,17,"St. Vincent and the Grenadines",1983,NA,1925,0,100,NA
630,7,"Iran",1983,NA,14903087,240,44077,-6
2,17,"United States of America",1983,1,217198000,2201,234307,10
365,16,"Russia",1983,1,250000000,3900,272368,NA
160,7,"Argentina",1983,NA,2337872,175,29412,8
2,7,"United States of America",1983,1,217198000,2201,234307,10
2,7,"United States of America",1983,1,217198000,2201,234307,10
620,7,"Libya",1983,NA,4223000,68,3106,-7
475,17,"Nigeria",1983,NA,1451008,144,78422,7
365,7,"Russia",1983,1,250000000,3900,272368,NA
140,15,"Brazil",1983,NA,1305220,460,126573,-3
541,15,"Mozambique",1983,NA,360055,32,13150,-8
2,7,"United States of America",1983,1,217198000,2201,234307,10
2,7,"United States of America",1983,1,217198000,2201,234307,10
2,7,"United States of America",1983,1,217198000,2201,234307,10
2,7,"United States of America",1983,1,217198000,2201,234307,10
620,7,"Libya",1983,NA,4223000,68,3106,-7
620,7,"Libya",1983,NA,4223000,68,3106,-7
625,0,"Sudan",1983,NA,246876,86,20777,-7
560,17,"South Africa",1983,NA,3306705,77,31467,4
775,16,"Myanmar",1983,NA,234000,179,36747,-8
775,16,"Myanmar",1983,NA,234000,179,36747,-8
651,7,"Egypt",1983,NA,3043087,447,44180,-6
652,20,"Syria",1983,NA,2821334,400,9611,-9
652,20,"Syria",1983,NA,2821334,400,9611,-9
660,20,"Lebanon",1983,NA,398000,20,2676,-77
710,17,"China",1983,1,34500000,4100,1040000,-7
365,0,"Russia",1983,1,250000000,3900,272368,NA
710,0,"China",1983,1,34500000,4100,1040000,-7
710,0,"China",1983,1,34500000,4100,1040000,-7
816,0,"Vietnam",1983,NA,-9,1029,57373,NA
2,8,"United States of America",1983,1,217198000,2201,234307,10
2,8,"United States of America",1983,1,217198000,2201,234307,10
2,8,"United States of America",1983,1,217198000,2201,234307,10
2,8,"United States of America",1983,1,217198000,2201,234307,10
220,17,"France",1983,1,21654890,578,54728,8
220,17,"France",1983,1,21654890,578,54728,8
220,17,"France",1983,1,21654890,578,54728,8
483,16,"Chad",1983,NA,52498,4,4802,-77
483,16,"Chad",1983,NA,52498,4,4802,-77
490,17,"Democratic Republic of the Congo",1983,NA,140080,42,29039,-9
800,17,"Thailand",1984,NA,1750223,235,50637,2
800,17,"Thailand",1984,NA,1750223,235,50637,2
811,17,"Cambodia",1984,NA,-9,30,7173,-66
40,17,"Cuba",1984,NA,1357214,297,9994,-7
40,17,"Cuba",1984,NA,1357214,297,9994,-7
540,17,"Angola",1984,NA,-9,60,7793,-7
365,7,"Russia",1984,1,264000000,3900,274874,NA
365,7,"Russia",1984,1,264000000,3900,274874,NA
700,17,"Afghanistan",1984,NA,210032,46,14814,-66
520,17,"Somalia",1984,NA,130113,43,7676,-7
520,17,"Somalia",1984,NA,130113,43,7676,-7
155,0,"Chile",1984,NA,1622342,123,11919,-6
630,20,"Iran",1984,NA,20162342,335,45798,-6
130,17,"Ecuador",1984,NA,224021,39,8868,8
2,7,"United States of America",1984,1,237052000,2222,236348,10
2,7,"United States of America",1984,1,237052000,2222,236348,10
350,8,"Greece",1984,NA,2412598,197,9896,8
350,7,"Greece",1984,NA,2412598,197,9896,8
731,17,"North Korea",1984,NA,5200000,784,18681,-9
2,0,"United States of America",1984,1,237052000,2222,236348,10
2,7,"United States of America",1984,1,237052000,2222,236348,10
2,7,"United States of America",1984,1,237052000,2222,236348,10
2,7,"United States of America",1984,1,237052000,2222,236348,10
260,7,"German Federal Republic",1984,NA,20125634,487,61126,10
260,7,"German Federal Republic",1984,NA,20125634,487,61126,10
315,16,"Czechoslovakia",1984,NA,5052634,206,15458,-7
2,7,"United States of America",1984,1,237052000,2222,236348,10
2,7,"United States of America",1984,1,237052000,2222,236348,10
91,17,"Honduras",1984,NA,90000,20,4232,6
93,17,"Nicaragua",1984,NA,625000,67,3163,-1
70,0,"Mexico",1984,NA,562331,129,73912,-3
220,16,"France",1984,1,20212036,571,55026,8
630,16,"Iran",1984,NA,20162342,335,45798,-6
750,17,"India",1984,NA,6907034,1120,734872,8
750,17,"India",1984,NA,6907034,1120,734872,8
365,7,"Russia",1984,1,264000000,3900,274874,NA
775,17,"Myanmar",1984,NA,245000,181,37614,-8
560,7,"South Africa",1984,NA,2634556,97,32254,4
230,0,"Spain",1984,NA,4534126,342,38328,10
630,16,"Iran",1984,NA,20162342,335,45798,-6
385,0,"Norway",1984,NA,1977082,39,4140,10
750,15,"India",1984,NA,6907034,1120,734872,8
31,0,"Bahamas",1984,NA,8600,0,227,NA
260,0,"German Federal Republic",1984,NA,20125634,487,61126,10
220,15,"France",1984,1,20212036,571,55026,8
200,0,"United Kingdom",1984,1,23294855,336,56506,10
352,0,"Cyprus",1984,NA,91567,10,640,10
600,17,"Morocco",1984,NA,595671,149,21331,-8
640,0,"Turkey",1984,NA,2190865,815,49070,7
450,0,"Liberia",1984,NA,26000,6,2109,-6
630,17,"Iran",1984,NA,20162342,335,45798,-6
95,0,"Panama",1984,NA,88009,11,2122,-6
850,16,"Indonesia",1984,NA,2419876,281,161580,-7
2,7,"United States of America",1984,1,237052000,2222,236348,10
2,7,"United States of America",1984,1,237052000,2222,236348,10
2,7,"United States of America",1984,1,237052000,2222,236348,10
620,16,"Libya",1984,NA,5225000,90,3237,-7
620,16,"Libya",1984,NA,5225000,90,3237,-7
625,0,"Sudan",1984,NA,212334,65,21432,-7
200,0,"United Kingdom",1984,1,23294855,336,56506,10
645,16,"Iraq",1984,NA,13831087,788,15077,-9
670,17,"Saudi Arabia",1984,NA,22674354,80,11987,-10
750,17,"India",1984,NA,6907034,1120,734872,8
350,0,"Greece",1984,NA,2412598,197,9896,8
490,17,"Democratic Republic of the Congo",1984,NA,54987,60,29917,-9
2,17,"United States of America",1984,1,237052000,2222,236348,10
2,7,"United States of America",1984,1,237052000,2222,236348,10
652,20,"Syria",1984,NA,3372009,402,9934,-9
652,20,"Syria",1984,NA,3372009,402,9934,-9
660,20,"Lebanon",1984,NA,312000,19,2679,-77
800,17,"Thailand",1984,NA,1750223,235,50637,2
630,16,"Iran",1984,NA,20162342,335,45798,-6
630,16,"Iran",1984,NA,20162342,335,45798,-6
630,16,"Iran",1984,NA,20162342,335,45798,-6
630,16,"Iran",1984,NA,20162342,335,45798,-6
630,16,"Iran",1984,NA,20162342,335,45798,-6
630,16,"Iran",1984,NA,20162342,335,45798,-6
670,16,"Saudi Arabia",1984,NA,22674354,80,11987,-10
670,16,"Saudi Arabia",1984,NA,22674354,80,11987,-10
670,16,"Saudi Arabia",1984,NA,22674354,80,11987,-10
670,16,"Saudi Arabia",1984,NA,22674354,80,11987,-10
670,16,"Saudi Arabia",1984,NA,22674354,80,11987,-10
690,0,"Kuwait",1984,NA,1638765,15,1637,-8
690,0,"Kuwait",1984,NA,1638765,15,1637,-8
690,0,"Kuwait",1984,NA,1638765,15,1637,-8
690,0,"Kuwait",1984,NA,1638765,15,1637,-8
692,0,"Bahrain",1984,NA,319082,3,407,-10
692,0,"Bahrain",1984,NA,319082,3,407,-10
692,0,"Bahrain",1984,NA,319082,3,407,-10
694,0,"Qatar",1984,NA,165940,6,330,-10
694,0,"Qatar",1984,NA,165940,6,330,-10
696,0,"United Arab Emirates",1984,NA,2343436,44,1455,-8
710,17,"China",1984,1,23850000,4100,1054667,-7
220,17,"France",1984,1,20212036,571,55026,8
220,17,"France",1984,1,20212036,571,55026,8
220,17,"France",1984,1,20212036,571,55026,8
483,16,"Chad",1984,NA,55682,16,4913,-88
483,16,"Chad",1984,NA,55682,16,4913,-88
490,17,"Democratic Republic of the Congo",1984,NA,54987,60,29917,-9
710,17,"China",1984,1,23850000,4100,1054667,-7
800,17,"Thailand",1985,NA,1520000,235,51580,2
800,17,"Thailand",1985,NA,1520000,235,51580,2
811,17,"Cambodia",1985,NA,-9,35,7422,-66
40,17,"Cuba",1985,NA,1350000,297,10098,-7
40,17,"Cuba",1985,NA,1350000,297,10098,-7
540,17,"Angola",1985,NA,983690,66,8003,-7
365,7,"Russia",1985,1,275000000,3900,277334,NA
365,7,"Russia",1985,1,275000000,3900,277334,NA
700,17,"Afghanistan",1985,NA,286560,47,14519,-66
520,17,"Somalia",1985,NA,134220,43,7875,-7
520,17,"Somalia",1985,NA,134220,43,7875,-7
630,20,"Iran",1985,NA,14091000,345,47820,-6
350,7,"Greece",1985,NA,2040000,201,9934,8
2,17,"United States of America",1985,1,245154000,2244,238466,10
2,17,"United States of America",1985,1,245154000,2244,238466,10
731,17,"North Korea",1985,NA,4196000,784,18942,-9
2,12,"United States of America",1985,1,245154000,2244,238466,10
2,12,"United States of America",1985,1,245154000,2244,238466,10
2,12,"United States of America",1985,1,245154000,2244,238466,10
200,12,"United Kingdom",1985,1,24200000,334,56685,10
200,12,"United Kingdom",1985,1,24200000,334,56685,10
265,0,"German Democratic Republic",1985,NA,7981000,242,16644,-9
2,7,"United States of America",1985,1,245154000,2244,238466,10
2,7,"United States of America",1985,1,245154000,2244,238466,10
91,17,"Honduras",1985,NA,71580,21,4372,5
91,12,"Honduras",1985,NA,71580,21,4372,5
91,16,"Honduras",1985,NA,71580,21,4372,5
616,8,"Tunisia",1985,NA,416537,38,7261,-8
205,16,"Ireland",1985,NA,295170,14,3540,10
211,0,"Belgium",1985,NA,1796000,107,9858,10
640,0,"Turkey",1985,NA,1649000,814,50306,7
93,16,"Nicaragua",1985,NA,702000,74,3272,-1
260,0,"German Federal Republic",1985,NA,16649000,495,60975,10
338,0,"Malta",1985,NA,13045,1,340,NA
325,0,"Italy",1985,NA,8579000,504,57141,10
710,7,"China",1985,1,6350000,4100,1070175,-7
450,0,"Liberia",1985,NA,26000,6,2161,-6
95,0,"Panama",1985,NA,96469,12,2167,-6
630,16,"Iran",1985,NA,14091000,345,47820,-6
630,16,"Iran",1985,NA,14091000,345,47820,-6
630,16,"Iran",1985,NA,14091000,345,47820,-6
390,0,"Denmark",1985,NA,1187000,29,5114,10
2,0,"United States of America",1985,1,245154000,2244,238466,10
2,0,"United States of America",1985,1,245154000,2244,238466,10
260,0,"German Federal Republic",1985,NA,16649000,495,60975,10
220,7,"France",1985,1,16716000,563,55284,8
616,0,"Tunisia",1985,NA,416537,38,7261,-8
432,17,"Mali",1985,NA,27824,8,8206,-7
352,0,"Cyprus",1985,NA,27850,13,647,10
210,0,"Netherlands",1985,NA,4040000,103,14484,10
220,16,"France",1985,1,16716000,563,55284,8
750,17,"India",1985,NA,6330000,1260,750911,8
645,16,"Iraq",1985,NA,12870000,788,15585,-9
560,16,"South Africa",1985,NA,2147000,95,33043,4
645,16,"Iraq",1985,NA,12870000,788,15585,-9
750,15,"India",1985,NA,6330000,1260,750911,8
352,0,"Cyprus",1985,NA,27850,13,647,10
450,0,"Liberia",1985,NA,26000,6,2161,-6
350,0,"Greece",1985,NA,2040000,201,9934,8
652,16,"Syria",1985,NA,3483000,402,10267,-9
660,20,"Lebanon",1985,NA,120664,21,2668,-77
800,17,"Thailand",1985,NA,1520000,235,51580,2
775,17,"Myanmar",1985,NA,228253,186,38541,-8
2,8,"United States of America",1985,1,245154000,2244,238466,10
2,8,"United States of America",1985,1,245154000,2244,238466,10
620,15,"Libya",1985,NA,-9,91,3374,-7
820,16,"Malaysia",1985,NA,1764000,110,15681,4
710,17,"China",1985,1,6350000,4100,1070175,-7
630,15,"Iran",1985,NA,14091000,345,47820,-6
800,17,"Thailand",1986,NA,1570000,256,52511,2
800,17,"Thailand",1986,NA,1570000,256,52511,2
811,17,"Cambodia",1986,NA,-9,60,7669,-66
40,17,"Cuba",1986,NA,1480000,297,10199,-7
40,17,"Cuba",1986,NA,1480000,297,10199,-7
540,17,"Angola",1986,NA,1090000,70,8225,-7
700,17,"Afghanistan",1986,NA,-9,47,14300,-66
710,12,"China",1986,1,5830000,4030,1086773,-7
630,20,"Iran",1986,NA,5900000,345,49445,-6
352,0,"Cyprus",1986,NA,116920,13,650,10
350,17,"Greece",1986,NA,1710000,202,9967,10
731,17,"North Korea",1986,NA,3870000,838,19207,-9
2,7,"United States of America",1986,1,265480000,2269,240651,10
710,0,"China",1986,1,5830000,4030,1086773,-7
2,7,"United States of America",1986,1,265480000,2269,240651,10
2,7,"United States of America",1986,1,265480000,2269,240651,10
91,16,"Honduras",1986,NA,67500,20,4514,5
41,0,"Haiti",1986,NA,-9,8,5989,-88
645,16,"Iraq",1986,NA,11579000,800,16110,-9
630,1,"Iran",1986,NA,5900000,345,49445,-6
552,0,"Zimbabwe",1986,NA,389990,45,8406,1
551,0,"Zambia",1986,NA,69164,17,6560,-9
692,0,"Bahrain",1986,NA,134840,4,442,-10
93,17,"Nicaragua",1986,NA,436090,75,3384,-1
630,16,"Iran",1986,NA,5900000,345,49445,-6
630,16,"Iran",1986,NA,5900000,345,49445,-6
2,7,"United States of America",1986,1,265480000,2269,240651,10
160,16,"Argentina",1986,NA,1150000,104,30748,8
560,16,"South Africa",1986,NA,2340000,90,33833,4
432,17,"Mali",1986,NA,37250,8,7566,-7
352,0,"Cyprus",1986,NA,116920,13,650,10
210,0,"Netherlands",1986,NA,5610000,106,14564,10
630,2,"Iran",1986,NA,5900000,345,49445,-6
630,2,"Iran",1986,NA,5900000,345,49445,-6
630,2,"Iran",1986,NA,5900000,345,49445,-6
630,2,"Iran",1986,NA,5900000,345,49445,-6
630,2,"Iran",1986,NA,5900000,345,49445,-6
670,0,"Saudi Arabia",1986,NA,17300000,80,13347,-10
670,0,"Saudi Arabia",1986,NA,17300000,80,13347,-10
670,0,"Saudi Arabia",1986,NA,17300000,80,13347,-10
670,0,"Saudi Arabia",1986,NA,17300000,80,13347,-10
690,0,"Kuwait",1986,NA,1390000,18,1802,-10
690,0,"Kuwait",1986,NA,1390000,18,1802,-10
690,0,"Kuwait",1986,NA,1390000,18,1802,-10
692,0,"Bahrain",1986,NA,134840,4,442,-10
692,0,"Bahrain",1986,NA,134840,4,442,-10
694,0,"Qatar",1986,NA,-9,9,386,-10
365,0,"Russia",1986,1,287600000,3900,280016,NA
541,2,"Mozambique",1986,NA,276040,65,14161,-7
541,2,"Mozambique",1986,NA,276040,65,14161,-7
541,2,"Mozambique",1986,NA,276040,65,14161,-7
551,2,"Zambia",1986,NA,69164,17,6560,-9
551,2,"Zambia",1986,NA,69164,17,6560,-9
552,1,"Zimbabwe",1986,NA,389990,45,8406,1
450,0,"Liberia",1986,NA,37700,6,2221,-6
630,16,"Iran",1986,NA,5900000,345,49445,-6
200,7,"United Kingdom",1986,1,27344000,331,56852,10
260,0,"German Federal Republic",1986,NA,23110000,495,61010,10
200,0,"United Kingdom",1986,1,27344000,331,56852,10
560,16,"South Africa",1986,NA,2340000,90,33833,4
355,0,"Bulgaria",1986,NA,1940000,190,8958,-7
750,17,"India",1986,NA,7970000,1260,767199,8
