"ccode","High_Act","Country_Name","Year","Major_Power","Mil_Ex","Mil_Per","Total_Pop","Polity"
640,7,"Turkey",1991,NA,4400000,804,57305,9
640,7,"Turkey",1991,NA,4400000,804,57305,9
640,7,"Turkey",1991,NA,4400000,804,57305,9
640,7,"Turkey",1991,NA,4400000,804,57305,9
640,7,"Turkey",1991,NA,4400000,804,57305,9
640,7,"Turkey",1991,NA,4400000,804,57305,9
640,7,"Turkey",1991,NA,4400000,804,57305,9
645,20,"Iraq",1991,NA,12900000,475,18514,-9
645,20,"Iraq",1991,NA,12900000,475,18514,-9
645,20,"Iraq",1991,NA,12900000,475,18514,-9
645,20,"Iraq",1991,NA,12900000,475,18514,-9
645,20,"Iraq",1991,NA,12900000,475,18514,-9
645,20,"Iraq",1991,NA,12900000,475,18514,-9
645,20,"Iraq",1991,NA,12900000,475,18514,-9
645,20,"Iraq",1991,NA,12900000,475,18514,-9
645,20,"Iraq",1991,NA,12900000,475,18514,-9
645,20,"Iraq",1991,NA,12900000,475,18514,-9
651,20,"Egypt",1991,NA,1650000,434,54531,-6
651,20,"Egypt",1991,NA,1650000,434,54531,-6
651,20,"Egypt",1991,NA,1650000,434,54531,-6
651,20,"Egypt",1991,NA,1650000,434,54531,-6
651,20,"Egypt",1991,NA,1650000,434,54531,-6
651,20,"Egypt",1991,NA,1650000,434,54531,-6
651,20,"Egypt",1991,NA,1650000,434,54531,-6
651,20,"Egypt",1991,NA,1650000,434,54531,-6
651,20,"Egypt",1991,NA,1650000,434,54531,-6
652,20,"Syria",1991,NA,4500000,408,12529,-9
652,20,"Syria",1991,NA,4500000,408,12529,-9
652,20,"Syria",1991,NA,4500000,408,12529,-9
652,20,"Syria",1991,NA,4500000,408,12529,-9
652,20,"Syria",1991,NA,4500000,408,12529,-9
652,20,"Syria",1991,NA,4500000,408,12529,-9
652,20,"Syria",1991,NA,4500000,408,12529,-9
652,20,"Syria",1991,NA,4500000,408,12529,-9
670,20,"Saudi Arabia",1991,NA,35500000,191,16545,-10
670,20,"Saudi Arabia",1991,NA,35500000,191,16545,-10
670,20,"Saudi Arabia",1991,NA,35500000,191,16545,-10
670,20,"Saudi Arabia",1991,NA,35500000,191,16545,-10
670,20,"Saudi Arabia",1991,NA,35500000,191,16545,-10
670,20,"Saudi Arabia",1991,NA,35500000,191,16545,-10
670,20,"Saudi Arabia",1991,NA,35500000,191,16545,-10
692,16,"Bahrain",1991,NA,237000,8,508,-10
692,16,"Bahrain",1991,NA,237000,8,508,-10
692,16,"Bahrain",1991,NA,237000,8,508,-10
692,16,"Bahrain",1991,NA,237000,8,508,-10
692,16,"Bahrain",1991,NA,237000,8,508,-10
692,16,"Bahrain",1991,NA,237000,8,508,-10
694,16,"Qatar",1991,NA,934070,11,503,-10
694,16,"Qatar",1991,NA,934070,11,503,-10
694,16,"Qatar",1991,NA,934070,11,503,-10
694,16,"Qatar",1991,NA,934070,11,503,-10
694,16,"Qatar",1991,NA,934070,11,503,-10
696,16,"United Arab Emirates",1991,NA,4900000,66,1983,-8
696,16,"United Arab Emirates",1991,NA,4900000,66,1983,-8
696,16,"United Arab Emirates",1991,NA,4900000,66,1983,-8
696,16,"United Arab Emirates",1991,NA,4900000,66,1983,-8
698,16,"Oman",1991,NA,1440000,29,1864,-9
698,16,"Oman",1991,NA,1440000,29,1864,-9
698,16,"Oman",1991,NA,1440000,29,1864,-9
770,7,"Pakistan",1991,NA,3230000,565,115766,8
770,7,"Pakistan",1991,NA,3230000,565,115766,8
771,7,"Bangladesh",1991,NA,303310,107,109880,6
663,17,"Jordan",1991,NA,414500,100,4433,-4
625,0,"Sudan",1991,NA,393013,65,26530,-7
645,1,"Iraq",1991,NA,12900000,475,18514,-9
2,15,"United States of America",1991,1,262389000,2110,252618,10
2,17,"United States of America",1991,1,262389000,2110,252618,10
2,16,"United States of America",1991,1,262389000,2110,252618,10
2,16,"United States of America",1991,1,262389000,2110,252618,10
2,16,"United States of America",1991,1,262389000,2110,252618,10
200,7,"United Kingdom",1991,1,40430000,301,57801,10
200,7,"United Kingdom",1991,1,40430000,301,57801,10
220,7,"France",1991,1,37340000,554,57055,9
305,7,"Austria",1991,NA,1680000,44,7813,10
310,8,"Hungary",1991,NA,1240000,87,10346,10
450,0,"Liberia",1991,NA,36000,5,2520,-77
500,17,"Uganda",1991,NA,73290,60,17190,-7
640,16,"Turkey",1991,NA,4400000,804,57305,9
645,0,"Iraq",1991,NA,12900000,475,18514,-9
645,17,"Iraq",1991,NA,12900000,475,18514,-9
710,0,"China",1991,1,18790000,3200,1170038,-7
731,11,"North Korea",1991,NA,5450000,1200,20687,-9
750,17,"India",1991,NA,8070000,1260,851661,8
771,8,"Bangladesh",1991,NA,303310,107,109880,6
130,7,"Ecuador",1991,NA,260920,53,10502,9
91,17,"Honduras",1991,NA,61000,17,5265,6
2,0,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1992,1,286892000,1920,255391,10
20,7,"Canada",1992,NA,10310000,82,28377,10
20,7,"Canada",1992,NA,10310000,82,28377,10
20,7,"Canada",1992,NA,10310000,82,28377,10
20,7,"Canada",1992,NA,10310000,82,28377,10
20,7,"Canada",1992,NA,10310000,82,28377,10
20,7,"Canada",1992,NA,10310000,82,28377,10
20,7,"Canada",1992,NA,10310000,82,28377,10
20,7,"Canada",1992,NA,10310000,82,28377,10
20,7,"Canada",1992,NA,10310000,82,28377,10
20,7,"Canada",1992,NA,10310000,82,28377,10
20,7,"Canada",1992,NA,10310000,82,28377,10
20,7,"Canada",1992,NA,10310000,82,28377,10
200,13,"United Kingdom",1992,1,42330000,293,58006,10
200,13,"United Kingdom",1992,1,42330000,293,58006,10
200,13,"United Kingdom",1992,1,42330000,293,58006,10
200,13,"United Kingdom",1992,1,42330000,293,58006,10
200,13,"United Kingdom",1992,1,42330000,293,58006,10
200,13,"United Kingdom",1992,1,42330000,293,58006,10
200,13,"United Kingdom",1992,1,42330000,293,58006,10
200,13,"United Kingdom",1992,1,42330000,293,58006,10
200,13,"United Kingdom",1992,1,42330000,293,58006,10
200,13,"United Kingdom",1992,1,42330000,293,58006,10
200,13,"United Kingdom",1992,1,42330000,293,58006,10
210,13,"Netherlands",1992,NA,8010000,90,15184,10
210,13,"Netherlands",1992,NA,8010000,90,15184,10
210,13,"Netherlands",1992,NA,8010000,90,15184,10
210,13,"Netherlands",1992,NA,8010000,90,15184,10
210,13,"Netherlands",1992,NA,8010000,90,15184,10
210,13,"Netherlands",1992,NA,8010000,90,15184,10
210,13,"Netherlands",1992,NA,8010000,90,15184,10
210,13,"Netherlands",1992,NA,8010000,90,15184,10
210,13,"Netherlands",1992,NA,8010000,90,15184,10
210,13,"Netherlands",1992,NA,8010000,90,15184,10
211,13,"Belgium",1992,NA,3160000,79,10055,10
211,13,"Belgium",1992,NA,3160000,79,10055,10
211,13,"Belgium",1992,NA,3160000,79,10055,10
211,13,"Belgium",1992,NA,3160000,79,10055,10
211,13,"Belgium",1992,NA,3160000,79,10055,10
211,13,"Belgium",1992,NA,3160000,79,10055,10
211,13,"Belgium",1992,NA,3160000,79,10055,10
211,13,"Belgium",1992,NA,3160000,79,10055,10
211,13,"Belgium",1992,NA,3160000,79,10055,10
220,13,"France",1992,1,34870000,542,57374,9
220,13,"France",1992,1,34870000,542,57374,9
220,13,"France",1992,1,34870000,542,57374,9
220,13,"France",1992,1,34870000,542,57374,9
220,13,"France",1992,1,34870000,542,57374,9
220,13,"France",1992,1,34870000,542,57374,9
220,13,"France",1992,1,34870000,542,57374,9
220,13,"France",1992,1,34870000,542,57374,9
230,13,"Spain",1992,NA,7680000,198,39008,10
230,13,"Spain",1992,NA,7680000,198,39008,10
230,13,"Spain",1992,NA,7680000,198,39008,10
230,13,"Spain",1992,NA,7680000,198,39008,10
230,13,"Spain",1992,NA,7680000,198,39008,10
230,13,"Spain",1992,NA,7680000,198,39008,10
230,13,"Spain",1992,NA,7680000,198,39008,10
235,7,"Portugal",1992,NA,1660000,80,9867,10
235,7,"Portugal",1992,NA,1660000,80,9867,10
235,7,"Portugal",1992,NA,1660000,80,9867,10
235,7,"Portugal",1992,NA,1660000,80,9867,10
235,7,"Portugal",1992,NA,1660000,80,9867,10
235,7,"Portugal",1992,NA,1660000,80,9867,10
255,13,"Germany",1992,1,33380000,442,80570,10
255,13,"Germany",1992,1,33380000,442,80570,10
255,13,"Germany",1992,1,33380000,442,80570,10
255,13,"Germany",1992,1,33380000,442,80570,10
255,13,"Germany",1992,1,33380000,442,80570,10
325,13,"Italy",1992,NA,19890000,471,56859,10
325,13,"Italy",1992,NA,19890000,471,56859,10
325,13,"Italy",1992,NA,19890000,471,56859,10
325,13,"Italy",1992,NA,19890000,471,56859,10
345,15,"Yugoslavia",1992,NA,1300000,137,10448,NA
345,15,"Yugoslavia",1992,NA,1300000,137,10448,NA
345,15,"Yugoslavia",1992,NA,1300000,137,10448,NA
350,13,"Greece",1992,NA,4400000,208,10322,10
350,13,"Greece",1992,NA,4400000,208,10322,10
390,7,"Denmark",1992,NA,2790000,28,5170,10
2,17,"United States of America",1992,1,286892000,1920,255391,10
2,17,"United States of America",1992,1,286892000,1920,255391,10
2,17,"United States of America",1992,1,286892000,1920,255391,10
2,17,"United States of America",1992,1,286892000,1920,255391,10
200,17,"United Kingdom",1992,1,42330000,293,58006,10
200,17,"United Kingdom",1992,1,42330000,293,58006,10
200,17,"United Kingdom",1992,1,42330000,293,58006,10
220,17,"France",1992,1,34870000,542,57374,9
220,17,"France",1992,1,34870000,542,57374,9
645,17,"Iraq",1992,NA,2500000,407,18898,-9
339,16,"Albania",1992,NA,34700,65,3363,5
344,17,"Croatia",1992,NA,561000,103,4470,-3
344,17,"Croatia",1992,NA,561000,103,4470,-3
345,17,"Yugoslavia",1992,NA,1300000,137,10448,NA
359,16,"Moldova",1992,NA,450000,9,4348,5
365,15,"Russia",1992,1,47220000,1900,148310,5
365,17,"Russia",1992,1,47220000,1900,148310,5
365,17,"Russia",1992,1,47220000,1900,148310,5
365,7,"Russia",1992,1,47220000,1900,148310,5
371,20,"Armenia",1992,NA,75000,20,3686,7
404,0,"Guinea-Bissau",1992,NA,-9,11,1005,-6
630,17,"Iran",1992,NA,2300000,528,57153,-6
630,14,"Iran",1992,NA,2300000,528,57153,-6
2,1,"United States of America",1992,1,286892000,1920,255391,10
2,1,"United States of America",1992,1,286892000,1920,255391,10
645,17,"Iraq",1992,NA,2500000,407,18898,-9
670,17,"Saudi Arabia",1992,NA,14490000,172,16964,-10
731,17,"North Korea",1992,NA,5500000,1200,21025,-9
850,16,"Indonesia",1992,NA,1800000,283,184491,-7
820,15,"Malaysia",1992,NA,2500000,128,19043,4
775,17,"Myanmar",1992,NA,356150,286,42333,-7
2,16,"United States of America",1992,1,286892000,1920,255391,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
200,13,"United Kingdom",1993,1,34020000,271,58191,10
200,13,"United Kingdom",1993,1,34020000,271,58191,10
200,13,"United Kingdom",1993,1,34020000,271,58191,10
200,13,"United Kingdom",1993,1,34020000,271,58191,10
200,13,"United Kingdom",1993,1,34020000,271,58191,10
200,13,"United Kingdom",1993,1,34020000,271,58191,10
200,13,"United Kingdom",1993,1,34020000,271,58191,10
200,13,"United Kingdom",1993,1,34020000,271,58191,10
200,13,"United Kingdom",1993,1,34020000,271,58191,10
200,13,"United Kingdom",1993,1,34020000,271,58191,10
210,13,"Netherlands",1993,NA,7356000,86,15290,10
210,13,"Netherlands",1993,NA,7356000,86,15290,10
210,13,"Netherlands",1993,NA,7356000,86,15290,10
210,13,"Netherlands",1993,NA,7356000,86,15290,10
210,13,"Netherlands",1993,NA,7356000,86,15290,10
210,13,"Netherlands",1993,NA,7356000,86,15290,10
210,13,"Netherlands",1993,NA,7356000,86,15290,10
210,13,"Netherlands",1993,NA,7356000,86,15290,10
210,13,"Netherlands",1993,NA,7356000,86,15290,10
211,13,"Belgium",1993,NA,4000000,70,10084,10
211,13,"Belgium",1993,NA,4000000,70,10084,10
211,13,"Belgium",1993,NA,4000000,70,10084,10
211,13,"Belgium",1993,NA,4000000,70,10084,10
211,13,"Belgium",1993,NA,4000000,70,10084,10
211,13,"Belgium",1993,NA,4000000,70,10084,10
211,13,"Belgium",1993,NA,4000000,70,10084,10
211,13,"Belgium",1993,NA,4000000,70,10084,10
220,13,"France",1993,1,37200000,506,57654,9
220,13,"France",1993,1,37200000,506,57654,9
220,13,"France",1993,1,37200000,506,57654,9
220,13,"France",1993,1,37200000,506,57654,9
220,13,"France",1993,1,37200000,506,57654,9
220,13,"France",1993,1,37200000,506,57654,9
220,13,"France",1993,1,37200000,506,57654,9
230,13,"Spain",1993,NA,7700000,204,39086,10
230,13,"Spain",1993,NA,7700000,204,39086,10
230,13,"Spain",1993,NA,7700000,204,39086,10
230,13,"Spain",1993,NA,7700000,204,39086,10
230,13,"Spain",1993,NA,7700000,204,39086,10
230,13,"Spain",1993,NA,7700000,204,39086,10
255,13,"Germany",1993,1,36700000,398,81187,10
255,13,"Germany",1993,1,36700000,398,81187,10
255,13,"Germany",1993,1,36700000,398,81187,10
255,13,"Germany",1993,1,36700000,398,81187,10
255,13,"Germany",1993,1,36700000,398,81187,10
325,13,"Italy",1993,NA,20570000,450,57049,10
325,13,"Italy",1993,NA,20570000,450,57049,10
325,13,"Italy",1993,NA,20570000,450,57049,10
325,13,"Italy",1993,NA,20570000,450,57049,10
345,15,"Yugoslavia",1993,NA,-9,100,10482,NA
345,15,"Yugoslavia",1993,NA,-9,100,10482,NA
345,15,"Yugoslavia",1993,NA,-9,100,10482,NA
350,13,"Greece",1993,NA,3861000,213,10379,10
350,13,"Greece",1993,NA,3861000,213,10379,10
360,15,"Romania",1993,NA,834000,200,22755,5
2,17,"United States of America",1993,1,297600000,1810,258132,10
2,17,"United States of America",1993,1,297600000,1810,258132,10
2,17,"United States of America",1993,1,297600000,1810,258132,10
2,17,"United States of America",1993,1,297600000,1810,258132,10
2,17,"United States of America",1993,1,297600000,1810,258132,10
2,17,"United States of America",1993,1,297600000,1810,258132,10
200,17,"United Kingdom",1993,1,34020000,271,58191,10
200,17,"United Kingdom",1993,1,34020000,271,58191,10
200,17,"United Kingdom",1993,1,34020000,271,58191,10
200,17,"United Kingdom",1993,1,34020000,271,58191,10
200,17,"United Kingdom",1993,1,34020000,271,58191,10
220,17,"France",1993,1,37200000,506,57654,9
220,17,"France",1993,1,37200000,506,57654,9
220,17,"France",1993,1,37200000,506,57654,9
220,17,"France",1993,1,37200000,506,57654,9
365,1,"Russia",1993,1,29120000,1500,148146,3
365,1,"Russia",1993,1,29120000,1500,148146,3
365,1,"Russia",1993,1,29120000,1500,148146,3
645,17,"Iraq",1993,NA,2600000,407,19261,-9
645,17,"Iraq",1993,NA,2600000,407,19261,-9
670,0,"Saudi Arabia",1993,NA,17516000,172,17350,-10
339,16,"Albania",1993,NA,105000,65,3485,5
345,17,"Yugoslavia",1993,NA,-9,100,10482,NA
365,17,"Russia",1993,1,29120000,1500,148146,3
365,17,"Russia",1993,1,29120000,1500,148146,3
365,17,"Russia",1993,1,29120000,1500,148146,3
365,17,"Russia",1993,1,29120000,1500,148146,3
365,17,"Russia",1993,1,29120000,1500,148146,3
371,20,"Armenia",1993,NA,151000,21,3731,7
371,20,"Armenia",1993,NA,151000,21,3731,7
371,20,"Armenia",1993,NA,151000,21,3731,7
373,20,"Azerbaijan",1993,NA,128000,45,7368,-3
373,20,"Azerbaijan",1993,NA,128000,45,7368,-3
630,7,"Iran",1993,NA,1516000,528,58481,-6
2,1,"United States of America",1993,1,297600000,1810,258132,10
2,1,"United States of America",1993,1,297600000,1810,258132,10
2,1,"United States of America",1993,1,297600000,1810,258132,10
2,1,"United States of America",1993,1,297600000,1810,258132,10
200,1,"United Kingdom",1993,1,34020000,271,58191,10
200,1,"United Kingdom",1993,1,34020000,271,58191,10
200,1,"United Kingdom",1993,1,34020000,271,58191,10
220,1,"France",1993,1,37200000,506,57654,9
220,1,"France",1993,1,37200000,506,57654,9
645,17,"Iraq",1993,NA,2600000,407,19261,-9
750,17,"India",1993,NA,7000000,1260,883910,8
91,11,"Honduras",1993,NA,44000,17,5595,6
80,12,"Belize",1993,NA,6900,1,205,NA
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
2,13,"United States of America",1993,1,297600000,1810,258132,10
20,13,"Canada",1993,NA,9600000,76,28703,10
20,13,"Canada",1993,NA,9600000,76,28703,10
20,13,"Canada",1993,NA,9600000,76,28703,10
20,13,"Canada",1993,NA,9600000,76,28703,10
20,13,"Canada",1993,NA,9600000,76,28703,10
41,7,"Haiti",1993,NA,-9,8,6903,-7
41,7,"Haiti",1993,NA,-9,8,6903,-7
41,7,"Haiti",1993,NA,-9,8,6903,-7
41,7,"Haiti",1993,NA,-9,8,6903,-7
160,13,"Argentina",1993,NA,2700000,65,33869,7
160,13,"Argentina",1993,NA,2700000,65,33869,7
160,13,"Argentina",1993,NA,2700000,65,33869,7
200,13,"United Kingdom",1993,1,34020000,271,58191,10
200,13,"United Kingdom",1993,1,34020000,271,58191,10
210,13,"Netherlands",1993,NA,7356000,86,15290,10
710,17,"China",1993,1,27400000,3030,1196167,-7
2,7,"United States of America",1993,1,297600000,1810,258132,10
2,7,"United States of America",1993,1,297600000,1810,258132,10
731,8,"North Korea",1993,NA,5300000,1100,21375,-9
2,11,"United States of America",1993,1,297600000,1810,258132,10
2,11,"United States of America",1993,1,297600000,1810,258132,10
731,12,"North Korea",1993,NA,5300000,1100,21375,-9
710,7,"China",1993,1,27400000,3030,1196167,-7
352,16,"Cyprus",1993,NA,489000,10,718,10
352,16,"Cyprus",1993,NA,489000,10,718,10
365,16,"Russia",1993,1,29120000,1500,148146,3
220,7,"France",1993,1,37200000,506,57654,9
359,0,"Moldova",1993,NA,88400,13,4348,7
365,0,"Russia",1993,1,29120000,1500,148146,3
365,17,"Russia",1993,1,29120000,1500,148146,3
365,17,"Russia",1993,1,29120000,1500,148146,3
365,17,"Russia",1993,1,29120000,1500,148146,3
365,17,"Russia",1993,1,29120000,1500,148146,3
365,17,"Russia",1993,1,29120000,1500,148146,3
365,17,"Russia",1993,1,29120000,1500,148146,3
700,17,"Afghanistan",1993,NA,-9,45,17322,-77
700,17,"Afghanistan",1993,NA,-9,45,17322,-77
700,17,"Afghanistan",1993,NA,-9,45,17322,-77
700,17,"Afghanistan",1993,NA,-9,45,17322,-77
700,17,"Afghanistan",1993,NA,-9,45,17322,-77
701,11,"Turkmenistan",1993,NA,74000,28,4308,-9
701,11,"Turkmenistan",1993,NA,74000,28,4308,-9
701,11,"Turkmenistan",1993,NA,74000,28,4308,-9
701,11,"Turkmenistan",1993,NA,74000,28,4308,-9
702,17,"Tajikistan",1993,NA,151000,3,5638,-6
702,17,"Tajikistan",1993,NA,151000,3,5638,-6
702,17,"Tajikistan",1993,NA,151000,3,5638,-6
703,11,"Kyrgyzstan",1993,NA,85300,12,4482,-3
703,11,"Kyrgyzstan",1993,NA,85300,12,4482,-3
704,11,"Uzbekistan",1993,NA,-9,41,21852,-9
339,17,"Albania",1993,NA,105000,65,3485,5
452,8,"Ghana",1993,NA,51000,7,16385,-1
436,17,"Niger",1993,NA,14000,5,8361,8
484,0,"Congo",1993,NA,-9,10,2444,5
630,16,"Iran",1993,NA,1516000,528,58481,-6
630,0,"Iran",1993,NA,1516000,528,58481,-6
910,17,"Papua New Guinea",1993,NA,86700,4,3922,4
437,17,"Ivory Coast",1993,NA,126000,15,13175,-7
290,0,"Poland",1993,NA,2200000,260,38459,8
652,17,"Syria",1993,NA,3635000,408,13393,-9
652,17,"Syria",1993,NA,3635000,408,13393,-9
660,17,"Lebanon",1993,NA,275000,37,2806,-66
345,0,"Yugoslavia",1993,NA,-9,100,10482,NA
625,15,"Sudan",1993,NA,255000,82,28129,-7
2,16,"United States of America",1993,1,297600000,1810,258132,10
432,17,"Mali",1993,NA,60000,12,10135,7
344,16,"Croatia",1993,NA,1340000,80,4641,-3
344,17,"Croatia",1993,NA,1340000,80,4641,-3
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
200,13,"United Kingdom",1994,1,35409000,257,58395,10
200,13,"United Kingdom",1994,1,35409000,257,58395,10
200,13,"United Kingdom",1994,1,35409000,257,58395,10
200,13,"United Kingdom",1994,1,35409000,257,58395,10
200,13,"United Kingdom",1994,1,35409000,257,58395,10
200,13,"United Kingdom",1994,1,35409000,257,58395,10
200,13,"United Kingdom",1994,1,35409000,257,58395,10
200,13,"United Kingdom",1994,1,35409000,257,58395,10
200,13,"United Kingdom",1994,1,35409000,257,58395,10
210,13,"Netherlands",1994,NA,7924000,77,15383,10
210,13,"Netherlands",1994,NA,7924000,77,15383,10
210,13,"Netherlands",1994,NA,7924000,77,15383,10
210,13,"Netherlands",1994,NA,7924000,77,15383,10
210,13,"Netherlands",1994,NA,7924000,77,15383,10
210,13,"Netherlands",1994,NA,7924000,77,15383,10
210,13,"Netherlands",1994,NA,7924000,77,15383,10
210,13,"Netherlands",1994,NA,7924000,77,15383,10
211,13,"Belgium",1994,NA,4014000,53,10116,10
211,13,"Belgium",1994,NA,4014000,53,10116,10
211,13,"Belgium",1994,NA,4014000,53,10116,10
211,13,"Belgium",1994,NA,4014000,53,10116,10
211,13,"Belgium",1994,NA,4014000,53,10116,10
211,13,"Belgium",1994,NA,4014000,53,10116,10
211,13,"Belgium",1994,NA,4014000,53,10116,10
220,13,"France",1994,1,45184000,506,57900,9
220,13,"France",1994,1,45184000,506,57900,9
220,13,"France",1994,1,45184000,506,57900,9
220,13,"France",1994,1,45184000,506,57900,9
220,13,"France",1994,1,45184000,506,57900,9
220,13,"France",1994,1,45184000,506,57900,9
230,13,"Spain",1994,NA,7558000,213,39149,10
230,13,"Spain",1994,NA,7558000,213,39149,10
230,13,"Spain",1994,NA,7558000,213,39149,10
230,13,"Spain",1994,NA,7558000,213,39149,10
230,13,"Spain",1994,NA,7558000,213,39149,10
255,13,"Germany",1994,1,35300000,362,81422,10
255,13,"Germany",1994,1,35300000,362,81422,10
255,13,"Germany",1994,1,35300000,362,81422,10
255,13,"Germany",1994,1,35300000,362,81422,10
325,13,"Italy",1994,NA,16100000,436,57204,10
325,13,"Italy",1994,NA,16100000,436,57204,10
325,13,"Italy",1994,NA,16100000,436,57204,10
345,15,"Yugoslavia",1994,NA,2979000,130,10516,NA
345,15,"Yugoslavia",1994,NA,2979000,130,10516,NA
350,13,"Greece",1994,NA,3300000,206,10426,10
339,16,"Albania",1994,NA,97500,65,3547,5
371,20,"Armenia",1994,NA,-9,45,3746,7
645,17,"Iraq",1994,NA,2748000,425,19650,-9
800,17,"Thailand",1994,NA,3630000,290,58716,9
750,17,"India",1994,NA,7638000,1260,899953,8
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
2,13,"United States of America",1994,1,293214000,1710,260602,10
20,13,"Canada",1994,NA,9695000,75,29036,10
20,13,"Canada",1994,NA,9695000,75,29036,10
20,13,"Canada",1994,NA,9695000,75,29036,10
20,13,"Canada",1994,NA,9695000,75,29036,10
20,13,"Canada",1994,NA,9695000,75,29036,10
20,13,"Canada",1994,NA,9695000,75,29036,10
41,7,"Haiti",1994,NA,-9,0,7041,7
41,7,"Haiti",1994,NA,-9,0,7041,7
41,7,"Haiti",1994,NA,-9,0,7041,7
41,7,"Haiti",1994,NA,-9,0,7041,7
41,7,"Haiti",1994,NA,-9,0,7041,7
42,13,"Dominican Republic",1994,NA,115000,22,7769,5
42,13,"Dominican Republic",1994,NA,115000,22,7769,5
42,13,"Dominican Republic",1994,NA,115000,22,7769,5
42,13,"Dominican Republic",1994,NA,115000,22,7769,5
160,13,"Argentina",1994,NA,3738000,69,34318,7
160,13,"Argentina",1994,NA,3738000,69,34318,7
160,13,"Argentina",1994,NA,3738000,69,34318,7
200,13,"United Kingdom",1994,1,35409000,257,58395,10
200,13,"United Kingdom",1994,1,35409000,257,58395,10
210,13,"Netherlands",1994,NA,7924000,77,15383,10
2,11,"United States of America",1994,1,293214000,1710,260602,10
2,11,"United States of America",1994,1,293214000,1710,260602,10
2,11,"United States of America",1994,1,293214000,1710,260602,10
2,11,"United States of America",1994,1,293214000,1710,260602,10
2,11,"United States of America",1994,1,293214000,1710,260602,10
20,7,"Canada",1994,NA,9695000,75,29036,10
20,7,"Canada",1994,NA,9695000,75,29036,10
20,7,"Canada",1994,NA,9695000,75,29036,10
20,7,"Canada",1994,NA,9695000,75,29036,10
731,12,"North Korea",1994,NA,5660000,1100,21734,-10
731,12,"North Korea",1994,NA,5660000,1100,21734,-10
731,12,"North Korea",1994,NA,5660000,1100,21734,-10
732,11,"South Korea",1994,NA,12764000,750,44642,6
732,11,"South Korea",1994,NA,12764000,750,44642,6
740,7,"Japan",1994,1,46639000,233,125178,10
713,7,"Taiwan",1994,NA,11457000,425,21126,7
710,13,"China",1994,1,28945000,2930,1208278,-7
710,12,"China",1994,1,28945000,2930,1208278,-7
350,16,"Greece",1994,NA,3300000,206,10426,10
339,17,"Albania",1994,NA,97500,65,3547,5
365,16,"Russia",1994,1,96693000,1400,147968,3
2,11,"United States of America",1994,1,293214000,1710,260602,10
2,11,"United States of America",1994,1,293214000,1710,260602,10
343,1,"Macedonia",1994,NA,35741,10,2137,6
365,15,"Russia",1994,1,96693000,1400,147968,3
365,17,"Russia",1994,1,96693000,1400,147968,3
365,17,"Russia",1994,1,96693000,1400,147968,3
700,17,"Afghanistan",1994,NA,-9,45,18470,-77
365,16,"Russia",1994,1,96693000,1400,147968,3
2,0,"United States of America",1994,1,293214000,1710,260602,10
2,0,"United States of America",1994,1,293214000,1710,260602,10
